playcount,name,tags,similar_artists
1,Chick Corea,"jazz, Fusion, piano, jazz fusion, jazz piano","Return to Forever, Chick Corea Elektric Band, Gary Burton, Keith Jarrett, Chick Corea & Gary Burton, Keith Jarrett Trio, Herbie Hancock, Brad Mehldau, Hiromi, Weather Report"
1,Chico Bernardes,,"Sophia Chablau e Uma Enorme Perda de Tempo, Walfredo em Busca da Simbiose, Teago Oliveira, Guaxe, Maria Luiza Jobim, Música de Selvagem, Bernardo Bauer, Besouro Mulher, Bruna Mendez, Supervão"
1,Chorões da Pauliceia,"mpb, samba, choro, chorinho","Nilze Carvalho, Grupo Vou Vivendo, Choro das 3, Waldir Azevedo, Panorama do Choro, Dois de Ouro, Altamiro Carrilho, Paulo Moura, Zé da Velha & Silvério Pontes, Abel Ferreira"
1,Christian Falk Feat. Robyn and Ola Salo,"dance, electronic, club, chillout, dj","Eric Gadd, Fibes, Oh Fibes!, Kaah, Christian Falk feat. Robyn, Salem Al Fakir, Christian Walz, Mauro Scocco, Name The Pet, Asha Ali, The Attic"
1,Cibo Matto,"japanese, trip-hop, electronic, alternative, female vocalists","Pizzicato Five, Buffalo Daughter, Cornelius, Towa Tei, 嶺川貴子, Little Dragon, Sneaker Pimps, Everything But the Girl, Flipper's Guitar, Fantastic Plastic Machine"
1,Clara Tannure,"pop, indie, Bh, Brega, Minas Gerais","Lisita, Aíla, Rosa Neon, Butantan, Anjxs, Leo Hainer, Miêta, Electra McKlein, Depratie, Gavi"
1,Claude Vasori,"instrumental, folk, Hammond, library music, french","Daniel Janin, Eddie Warner, Johnny Hawksworth, Reg Tilsley, Simon Haseley, Peter Reno, Guy Pedersen, Steve Gray, Patrice Sciortino, Bernard Estardy"
1,Clea Vincent,"synthpop, pop, female vocalists, french, indie pop","Pépite, Voyou, Fishbach, Poom, ALICE ET MOI, The Pirouettes, Bleu Toucan, Clara Luciani, Corine, Vendredi sur Mer"
1,Clinic,"indie, indie rock, post-punk, alternative, seen live","Liars, Crystal Stilts, Suuns, These New Puritans, The Walkmen, The Fall, Electrelane, Stephen Malkmus, Super Furry Animals, The Beta Band"
1,Connan Mockasin,"psychedelic, seen live, experimental, psychedelic pop, New Zealand","Mild High Club, Soft Hair, Homeshake, Ariel Pink, Dumbo Gets Mad, Ariel Pink's Haunted Graffiti, Foxygen, Unknown Mortal Orchestra, Beak>, Amen Dunes"
1,Cornelius,"electronic, japanese, shibuya-kei, electronica, alternative","Flipper's Guitar, Pizzicato Five, 小沢健二, 細野晴臣, 坂本慎太郎, Supercar, Towa Tei, Fishmans, Cero, Yellow Magic Orchestra"
1,Count Basie,"jazz, swing, Big Band, piano, blues","Benny Goodman, Tommy Dorsey, Lionel Hampton, Duke Ellington, Count Basie & His Orchestra, Artie Shaw, Harry James, Benny Goodman, Teddy Wilson, Fletcher Henderson"
1,Cowboy Junkies,"Alt-country, female vocalists, alternative, Canadian, indie","Natalie Merchant, Lucinda Williams, Kathleen Edwards, Patty Griffin, Bruce Cockburn, John Hiatt, Lyle Lovett, Shawn Colvin, Cracker, Blue Rodeo"
1,CPM 22,"hardcore, rock, brazilian, melodic hardcore, brazilian rock","Charlie Brown JR., Detonautas Roque Clube, Hateen, Dead Fish, Capital Inicial, Raimundos, NX Zero, Forfun, O Rappa, Fresno"
1,Damien Jurado,"folk, singer-songwriter, indie, seen live, americana","A.A. Bondy, Phosphorescent, Kevin Morby, Jason Molina, Bill Callahan, Songs: Ohia, Cass McCombs, Ryley Walker, David Bazan, Bonnie 'Prince' Billy"
1,Damon Locks,"jazz, experimental, chicago","Junius Paul, Irreversible Entanglements, Godtet, Antoine Berjeaut, Chris Corsano, Cykada, Tenesha The Wordsmith, Nate Mercereau, Resavoir, Sun Ra Arkestra"
1,Dan Deacon,"seen live, electronic, experimental, Avant-Garde, indie","Animal Collective, The Books, The Octopus Project, Panda Bear, Fuck Buttons, Holy Fuck, Gang Gang Dance, Avey Tare, Black Moth Super Rainbow, Menomena"
1,Danger Doom,"Hip-Hop, underground hip-hop, rap, hip hop, mf doom","Viktor Vaughn, MF DOOM, King Geedorah, JJ DOOM, Madvillain, NehruvianDOOM, KMD, Czarface, Quasimoto, Deltron 3030"
1,David Byrne,"alternative, new wave, singer-songwriter, rock, seen live","Talking Heads, David Byrne & St. Vincent, Tom Tom Club, Elvis Costello, Elvis Costello & The Attractions, Sparks, Devo, Nick Lowe, John Cale, St. Vincent"
1,Daymé Arocena,"jazz, world, cuba, cuban, latin","Chucho Valdés, Kokoroko, Nubya Garcia, Ruby Rushton, Jazzmeia Horn, Marquis Hill, Beny More, Roberto Fonseca, Afro Cuban All Stars, Cécile McLorin Salvant"
1,Deradoorian,"psychedelic, female vocalists, seen live, Lo-Fi, alternative","Circuit des Yeux, Avey Tare, Panda Bear, Animal Collective, Unknown Mortal Orchestra, Grizzly Bear, Micachu, Avey Tare's Slasher Flicks, Zola Jesus, Dirty Beaches"
1,Derrick Harriott,"reggae, rocksteady, ska, dub, trojan","The Uniques, The Gaylads, Derrick Morgan, The Melodians, The Paragons, Phyllis Dillon, Alton Ellis, Delroy Wilson, The Ethiopians, Hopeton Lewis"
1,Derrick Harriott & The Crystalites,"reggae, rocksteady, ska, skinhead reggae, early reggae","Lloyd's All Stars, Derrick Harriott & The Jiving Juniors, Junior Byles & Lee Perry, Joe's All Stars, The Jahlights, The Crystalites, King Stitt, The Bleechers, Lloyd Charmers & The Hippy Boys, Lloyd Parks"
1,Desmond Dekker & The Aces,"reggae, ska, rocksteady, jamaica, trojan","Desmond Dekker, The Maytals, The Ethiopians, The Melodians, Derrick Morgan, Prince Buster, The Pioneers, The Paragons, Toots and The Maytals, Alton Ellis & The Flames"
1,Devendra Banhart,"folk, singer-songwriter, indie, freak folk, New Weird America","Megapuss, Vetiver, Kevin Morby, M. Ward, Beirut, CocoRosie, Grizzly Bear, Bill Callahan, Cat Power, Andrew Bird"
1,Diane Coffee,"psychedelic, indie rock, indie, seen live, electropop","Summer Cannibals, Foxygen, Dude York, Drugdealer, Dumbo Gets Mad, Generationals, Charly Bliss, Wand, Here We Go Magic, Quilt"
1,DIIV,"shoegaze, dream pop, Lo-Fi, psychedelic, seen live","Beach Fossils, Wild Nothing, Whirr, Ride, Slowdive, Lower Dens, Deerhunter, Lotus Plaza, Ringo Deathstarr, Craft Spells"
1,Dimenzio,,"Eddie Russ, Ned Sublette, Dés László, Genji Sawai & Bacon Egg, Funk Fusion Band, 沖山優司, Stockholm Chamber Ensemble, Kasperle Killerpilz, 4227-B, Sutamina"
1,Dinah Washington,"jazz, female vocalists, blues, jazz vocal, vocal jazz","Sarah Vaughan, Anita O'Day, Carmen McRae, Ella Fitzgerald, Billie Holiday, Lena Horne, Peggy Lee, Shirley Horn, Blossom Dearie, Mel Tormé"
1,Dizzee Rascal,"Grime, Hip-Hop, seen live, rap, british","Wiley, JME, Lethal Bizzle, Kano, Skepta, Giggs, Tempa T, Roll Deep, Ghetts, D Double E"
1,"Django Reinhardt, Stephane Grappellyn and Quintetet of the Hot Club of France",,
1,Djavan,"mpb, brasil, brazilian, Bossa Nova, brazil","Jorge Vercillo, Lulu Santos, Nando Reis, Caetano Veloso, Cássia Eller, Zeca Baleiro, João Bosco, Gilberto Gil, Lenine, Marisa Monte"
1,Dobrinka Tabakova,"Classical, contemporary classical, jazz, instrumental, composer","Philip Venables, Roman Hoffstetter, Charles Koechlin, Цезарь Антонович Кюи, Missy Mazzoli, Jean-Joseph Cassanéa de Mondonville, Pēteris Vasks, Ernest John Moeran, Robert Schumann, Tristan Eckerson"
1,Donovan,"folk, singer-songwriter, 60s, psychedelic, classic rock","The Byrds, The Incredible String Band, The Yardbirds, Country Joe & The Fish, Arlo Guthrie, Buffalo Springfield, The Pretty Things, The Kinks, The Zombies, Moby Grape"
1,Dr. Dre feat. Eminem,"Hip-Hop, rap, Gangsta Rap, hip hop, west coast","Snoop Dogg, Ice Cube, 2Pac, N.W.A, Eminem, The Notorious B.I.G., D12, Eazy-E, The Game, 50 Cent"
1,DUDA BEAT,"seen live, pop, indie pop, brazilian, indie","Letrux, Jaloo, Mc Tha, Potyguara Bardo, Johnny Hooker, Liniker e os Caramelows, Alice Caymmi, Mahmundi, Céu, Linn da Quebrada"
1,Dumbo Gets Mad,"psychedelic, indie, psychedelic pop, indie pop, experimental","Sugar Candy Mountain, The Holydrug Couple, Mild High Club, Levitation Room, Moses Gunn Collective, Morgan Delt, Foxygen, Connan Mockasin, Melody's Echo Chamber, Chaz Bundick Meets The Mattson 2"
1,Dvorak,"Classical, romantic, Czech, composers, composer","Johannes Brahms, Felix Mendelssohn, Franz Schubert, Ludwig van Beethoven, Gabriel Fauré, Jean Sibelius, Robert Schumann, Sir Edward Elgar, Anton Bruckner, Pyotr Ilyich Tchaikovsky"
1,Dylan & Cash,"folk, country, blues, singer-songwriter, classic rock","Bob Dylan, Bob Dylan and The Band, Johnny Cash, The Highwaymen, Johnny Cash & Willie Nelson, Willie Nelson, Johnny Cash & June Carter Cash, Merle Haggard, Leonard Cohen, Johnny Cash & June Carter"
1,"Earth, Wind & Fire","funk, soul, Disco, 70s, rnb","Kool & The Gang, Commodores, Brothers Johnson, The Isley Brothers, Heatwave, Chic, Rick James, Con Funk Shun, George Duke, The O'Jays"
1,Easy Cure,"post-punk, new wave, alternative, 80s, rock","Siouxsie and the Banshees, Joy Division, Bauhaus, New Order, The Glove, The Smiths, Echo & the Bunnymen, Depeche Mode, The Sisters of Mercy, The Chameleons"
1,Ednardo,"mpb, ceara, brasil, maracatu, brazilian","Amelinha, Belchior, Fagner, Sérgio Sampaio, Alceu Valença, Gilberto Gil, Jorge Mautner, Geraldo Azevedo, Itamar Assumpção, JARDS MACALÉ"
1,Edu Neves,,"Amanda Magalhães, Edu Krieger, Big Pacha, Guilherme Held, Cartola de Noel, Samuca e a Selva, Foli Griô Orquestra, Douglas Germano, Pietá, Wem"
1,Ellen Allien,"electronic, techno, minimal, electro, electronica","Ellen Allien & Apparat, Sascha Funke, Nathan Fake, Modeselektor, Extrawelt, Marc Romboy, Pan-Pot, Miss Kittin, Apparat, Agoria"
1,"Elomar, Geraldo Azevedo, Vital Farias, Xangai","aria sertanica, mpb, violeiro menestrel, brasil, brazilian","Elomar, Xangai, Vital Farias, João Do Vale, Quinteto Violado, Sá & Guarabyra, Paulinho Pedra Azul, Cátia de França, Baiano e os Novos Caetanos, O Grande Encontro"
1,Elsie Mae,"soul, funk, female vocalists, funky soul sister, All","Rehash, Mary Love, Anna King, Vicki Anderson, Eric and Mondrek Muchena, Myra Barnes, Space Jam, Harlem Underground Band, Kitty Grant, Kay Robinson"
1,Ema Stoned,"experimental, Stoner Rock, indie, rock, psychedelic","SLVDR, Jennifer Lo-Fi, Hierofante Púrpura, Musa Híbrida, Astronauta Marinho, chico de barro, Satanique Samba Trio, Inky, Xóõ, Irmão Victor"
1,Emicida,"rap, hip hop, brazilian, underground hip-hop, freestyle","Rashid, Rael, Criolo, Racionais Mc's, Black Alien, Marcelo D2, Drik Barbosa, Rincon Sapiência, DJONGA, Kamau"
1,Emperor Penguin,"electronic, ambient, electro, loops, Geeky","Future Rhythm Foundation, Williamson, Induce, Land of the Loops, Josh One, N)E(M, Gentoo, Julian Fane, Mophono, Zpiderflower"
1,Eric B. & Rakim,"Hip-Hop, rap, hip hop, old school, old school rap","Boogie Down Productions, EPMD, Big Daddy Kane, Rakim, LL Cool J, KRS-One, Whodini, Gang Starr, Slick Rick, Public Enemy"
1,Ernest Flippin II,funk,"Frank Cornilius, Ramsey 2C-3D, Juju & The Space Rangers, Robotron 4, Jamie Jupitor, 7 Below Zero Band, Rodney Stepp, Copperfield, L E O, The Sonarphonic"
1,Esperanza Spalding,"jazz, female vocalists, contemporary jazz, bass, latin jazz","Gretchen Parlato, Cécile McLorin Salvant, Robert Glasper Experiment, José James, Robert Glasper, Snarky Puppy, Brad Mehldau, Chick Corea, Avishai Cohen, Kandace Springs"
1,Fafá de Belém,"mpb, brasil, female vocalists, brazilian, amazonia","Maria Bethânia, Elba Ramalho, Nana Caymmi, Gal Costa, Baby Do Brasil, Simone, Daniela Mercury, Amelinha, Zizi Possi, Marina Lima"
1,Fela Kuti & Afrika 70,"afrobeat, jazz, funk, africa, world","Fela Anikulapo Kuti & Afrika 70, Fela Kuti, Tony Allen, Tony Allen & His Afro Messengers, The Sahara All Stars of Jos, Fela Ransome Kuti & Africa 70, T-Fire, Fela Ransome-Kuti and the Africa '70 with Ginger Baker, Koola Lobitos, Femi Kuti"
1,Flavio Venturini,"mpb, clube da esquina, brasil, brazilian, venturini","14 Bis, Beto Guedes, Roupa Nova, Guilherme Arantes, Boca Livre, Djavan, Ivan Lins, Lô Borges, A Cor Do Som, Lulu Santos"
1,Flo Morrissey,"indie, folk, seen live, female vocalists, singer-songwriter","Julie Byrne, Jesca Hoop, This Is the Kit, Jane Weaver, Molly Burch, Laura Gibson, Matthew E. White, Emily Jane White, Laura Veirs, Torres"
1,Floating Points,"electronic, dubstep, deep house, seen live, chillout","Joy Orbison, Four Tet, Andy Stott, Octo Octa, Anthony Naples, Telefon Tel Aviv, Burial, Galcher Lustwerk, Daphni, Leon Vynehall"
1,"Forro In The Dark, Brazilian Girls & Angelique Kidjo",,"Aloe Blacc + Clara Moreno, Alice Smith + Aloe Blacc, Beck + Seu Jorge, Superhuman Happiness + Cults, Mia Doi Todd + José González, Vanessa Da Mata + Seu Jorge & Almaz, Madlib + Joyce Moreno Feat. Generation Match, of Montreal + Os Mutantes, Om'mas Keith, Javelin + Tom Zé"
1,Franco Chiari,jazz,"Stuart Crombie, Ball Bearing Group, Complesso Gisteri, Giancarlo Gazzani, Max Raffeng, Paolo Casa, Remigio Ducros, Rino de Filippi, Carlo Savina, Luis Gasca"
1,Franz Schubert,"Classical, romantic, piano, composers, instrumental","Robert Schumann, Felix Mendelssohn, Johannes Brahms, Franz Liszt, Ludwig van Beethoven, Antonín Dvořák, Gabriel Fauré, Wolfgang Amadeus Mozart, Johann Sebastian Bach, Gustav Mahler"
1,Fu Manchu,"Stoner Rock, stoner, desert rock, rock, hard rock","Brant Bjork, Nebula, Truckfighters, Unida, Dozer, Kyuss, Orange Goblin, Hermano, Slo Burn, Karma to Burn"
1,Fugazi,"post-hardcore, punk, indie, hardcore, indie rock","Unwound, Drive Like Jehu, Rites of Spring, Hüsker Dü, Minutemen, Jawbox, Mission of Burma, At the Drive-In, The Evens, Big Black"
1,Funk Como Le Gusta,"funk, brazilian, samba rock, soul, brasil","Os Originais Do Samba, Curumin, Mundo Livre S/A, Bixiga 70, Zeca Pagodinho, Tim Maia, Ed Motta, Banda Black Rio, Martinho Da Vila, Los Sebosos Postizos"
1,Garbage,"rock, alternative, female vocalists, alternative rock, indie","Angelfish, The Cardigans, Republica, No Doubt, Auf Der Maur, Veruca Salt, Alanis Morissette, The Cranberries, Hole, Placebo"
1,Glenn Jones,"folk, soul, seen live, instrumental, acoustic","Jack Rose, John Fahey, Daniel Bachman, Leo Kottke, Marisa Anderson, Chuck Johnson, John Renbourn, Trace Bundy, Robbie Basho, Six Organs of Admittance"
1,Graham Central Station,"funk, soul, bass, 70s, rhythm and blues","Larry Graham, Bootsy Collins, Tower of Power, The Bar-Kays, The Meters, Rose Royce, Ohio Players, The J.B.'s, Eddie Kendricks, Parliament"
1,Graham Coxon,"britpop, indie, british, indie rock, seen live","Blur, The Good, the Bad & the Queen, Damon Albarn, Jarvis Cocker, Supergrass, Pulp, The Charlatans, Super Furry Animals, Suede, The Libertines"
1,Greg Phillinganes,"funk, soul, 80s, pop, Progressive rock","Michael McDonald, Patti Austin, Robbie Dupree, Raydio, Pages, S.O.S. Band, Chaka Khan, Change, Kenny Loggins, Cameo"
1,Grimes,"electronic, dream pop, experimental, psychedelic, Canadian","Charli XCX, FKA twigs, Björk, Sky Ferreira, Allie X, iamamiwhoami, Crystal Castles, M.I.A., Arca, Purity Ring"
1,Grizzly Bear,"indie, experimental, folk, seen live, Lo-Fi","Department of Eagles, Daniel Rossen, Fleet Foxes, Dirty Projectors, Deerhunter, Real Estate, The Dodos, Local Natives, Animal Collective, Atlas Sound"
1,Hard Corps,"synthpop, minimal synth, minimal wave, electronic, new wave","In Trance 95, Robert Görl, DEUX, Das Kabinette, Das Ding, Turquoise Days, Automelodi, Crash Course in Science, Linear Movement, Oppenheimer Analysis"
1,Harry Nilsson,"singer-songwriter, classic rock, rock, folk, pop","The Monkees, The Beach Boys, Todd Rundgren, Randy Newman, Big Star, Badfinger, Gene Clark, Van Morrison, The Byrds, Brian Wilson"
1,Hefner,"indie, indie pop, indie rock, twee, rock","Darren Hayman, The Wave Pictures, Ballboy, Cinerama, The Lovely Eggs, Allo Darlin', The Wedding Present, The Orchids, The Spook School, Gorky's Zygotic Mynci"
1,Hello Crazy People,,"Watson, Mentes Póstumas, Miguel  Martins e Filipe Vianna, Club Silêncio, Os ilícitos, Prot(o), Pedrinho Grana & Os Trocados, Pierrot Lunar, Bois de Gerião, Tiro Williams"
1,Herbie Hancock,"jazz, funk, Fusion, piano, jazz fusion","Miles Davis, Wayne Shorter, John Coltrane, Weather Report, Freddie Hubbard, Chick Corea, Thelonious Monk, Lee Morgan, Joe Henderson, Horace Silver"
1,Hiatus Kaiyote,"soul, nu jazz, future soul, Fusion, Neo-Soul","Moonchild, Nai Palm, Gabriel Garzón-Montano, Taylor McFerrin, Jordan Rakei, Joomanji, Nick Hakim, Vulfpeck, The Internet, D'Angelo"
1,Hope Sandoval and The Warm Inventions,"dream pop, female vocalists, indie, shoegaze, singer-songwriter","Mazzy Star, Mojave 3, Trespassers William, The Sundays, Cranes, Marissa Nadler, Widowspeak, Pale Saints, Cat Power, Slowdive"
1,Hot e Oreia,"rap, Hip-Hop, hip hop, Minas Gerais, Rap MG","Dv Tribo, Black Alien, DJONGA, YUNG BUDA, Don L, Froid, Akira Presidente, mc igu, Recayd Mob, Dfideliz"
1,Houston Outlaws,,"The Two Things In One, Chucky Thurmon & Pharris Wheel, The Soul Messengers, Love Uprisers, Chico and Buddy, Al Tanner, Bob Carson, Victor Green, Gene Anderson, The Soul Blenders"
1,Ian Dury,"new wave, punk, rock, post-punk, pub rock","Ian Dury and the Blockheads, Dr. Feelgood, The Stranglers, The Boomtown Rats, The Undertones, The Ruts, Tom Robinson Band, Squeeze, The Skids, Nick Lowe"
1,Iasmin Turbininha,,"DJ Meek, Alicia Alves, André BPM, Mc Moana, Mc Flavinho, DJ Felipe Souza, Mc LF, Dj Risada, Mc Priscila, Pop Andrade"
1,Ice Cream,"Hip-Hop, glam rock, bg hip hop, Disco, electronic","Mihaela Fileva, Santra, Kris-Ko, Deep Zone Project, Billy Hlapeto, Kristo, Pavell & Venci Venc', Maria Ilieva, Upsurt, Antibiotika"
1,Ifá Afrobeat,"seen live, afrobeat, brazilian",
1,Iggy Pop,"punk, rock, punk rock, classic rock, proto-punk","Iggy Pop & James Williamson, The Stooges, Lou Reed, David Bowie, Patti Smith, The Velvet Underground, Ramones, The Clash, Richard Hell and the Voidoids, New York Dolls"
1,Igor Stravinsky,"Classical, contemporary classical, russian, 20th Century Classical, composers","Béla Bartók, Arnold Schönberg, Dmitri Shostakovich, Sergei Prokofiev, Maurice Ravel, Alban Berg, Olivier Messiaen, Gustav Mahler, Modest Petrovich Mussorgsky, Alfred Schnittke"
1,Interpol,"indie, indie rock, post-punk, seen live, alternative","Paul Banks, Julian Plenti, Editors, White Lies, The National, The Strokes, Foals, The Cinematics, Bloc Party, Franz Ferdinand"
1,Intronaut,"Progressive metal, Sludge, Post-Metal, experimental, metal","The Ocean, Isis, Mouth of the Architect, East Of The Wall, Cloudkicker, Between the Buried and Me, The Contortionist, Rosetta, Cult of Luna, Burst"
1,IO Echo,"post-punk, female vocalists, seen live, indie, indie rock","Raised By Swans, 2:54, Jessica 93, Linus Young, Biting Elbows, The Organ, Ki:Theory, Carnival Youth, Goodnight Radio, Heavy Young Heathens"
1,Isaac Hayes,"soul, funk, rhythm and blues, Soundtrack, rnb","Curtis Mayfield, Willie Hutch, The Dramatics, Al Green, Bobby Womack, Marvin Gaye, Ohio Players, James Brown, Donny Hathaway, Barry White"
1,Isadora Melo,"female vocalists, brasil, mpb, brazilian, brazilian music","Juliano Holanda, Igor de Carvalho, bandavoou, Sofia Freire, Bruna Mendez, Tibério Azul, Lirinha, Tono, Pietá, Afrobombas"
1,Ismael Silva,"samba, brazilian, mpb, brasil, musica popular brasileira","Cyro Monteiro, VELHA GUARDA DA PORTELA, Jamelão, Ataulfo Alves, Moreira da Silva, Elton Medeiros, Roberto Silva, Nelson Sargento, Cristina Buarque, Francisco Alves"
1,J. S. Bach (Glenn Gould),"Classical, baroque, instrumental, composers, german","Ludwig van Beethoven, Wolfgang Amadeus Mozart, Georg Friedrich Händel, Franz Joseph Haydn, Antonio Vivaldi, Franz Schubert, Johannes Brahms, Robert Schumann, Felix Mendelssohn, Franz Liszt"
1,Jaakko Eino Kalevi,"seen live, experimental, electro, finnish, Avant-Garde","Suuns, LA Priest, Jimi Tenor, Planningtorock, Litku Klemetti, John Maus, J. Karjalainen, Anika, Joose Keskitalo, Gum"
